user_id,pais,moneda,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,descripcion,valor,categoria,fecha,tipo_texto
1,AR,ARS,267621,19,Baja,mp*spotify argentina,9644,streaming,2026-01-17,cartola
1,AR,ARS,267621,19,Baja,peaje alberti ausa,2885,transporte,2026-01-28,cartola
1,AR,ARS,267621,19,Baja,telecentro debito directo,29609,servicios,2026-01-08,cartola
1,AR,ARS,267621,19,Baja,galeno cobertura deb,59322,salud,2026-01-26,cartola
1,AR,ARS,267621,19,Baja,peaje pacheco ausol,6173,transporte,2026-01-28,cartola
1,AR,ARS,267621,19,Baja,pago easy,25118,vivienda,2026-01-07,natural
1,AR,ARS,267621,19,Baja,yenny/ateneo suc compra,13014,educacion,2026-01-15,cartola
1,AR,ARS,267621,19,Baja,peaje illia ausa,2284,transporte,2026-01-18,cartola
1,AR,ARS,267621,19,Baja,mercadopago*laquerencia,17457,alimentacion,2026-01-24,cartola
1,AR,ARS,267621,19,Baja,compra en hospital aleman,80287,salud,2026-01-13,natural
1,AR,ARS,267621,19,Baja,pago en accord salud,92720,salud,2026-01-23,natural
1,AR,ARS,267621,19,Baja,pago epen neuquen,51363,servicios,2026-01-12,natural
1,AR,ARS,267621,19,Baja,medicus compra pos deb,39009,salud,2026-01-15,cartola
1,AR,ARS,267621,19,Baja,entrada a luna park,37810,ocio,2026-01-14,natural
1,AR,ARS,267621,19,Baja,easy compra internet,49829,vivienda,2026-01-15,cartola
1,AR,ARS,267621,19,Baja,deb aut aguas bonaerenses,47906,servicios,2026-01-16,cartola
1,AR,ARS,267621,19,Baja,smg medicina prepaga deb,36176,salud,2026-01-27,cartola
1,AR,ARS,267621,19,Baja,mp*disney plus arg,4694,streaming,2026-01-23,cartola
1,AR,ARS,267621,19,Baja,suscripcion a teatro colon,22240,ocio,2026-01-23,natural
1,AR,ARS,267621,19,Baja,peaje illia ausa,1815,transporte,2026-01-03,cartola
1,AR,ARS,267621,19,Baja,carga bencina en chevallier,92120,transporte,2026-01-16,natural
1,AR,ARS,267621,19,Baja,sanatorio finochietto,77727,salud,2026-01-24,cartola
1,AR,ARS,267621,19,Baja,avalian medicina prepaga,88997,salud,2026-01-24,cartola
1,AR,ARS,267621,19,Baja,compra en dean & dennys,34194,alimentacion,2026-01-26,natural
1,AR,ARS,267621,19,Baja,farmacias vantage suc,72889,salud,2026-01-19,cartola
1,AR,ARS,267621,19,Baja,peaje sarandi compra,2494,transporte,2026-01-27,cartola
1,AR,ARS,267621,19,Baja,pago ligier pinturerias,88259,vivienda,2026-01-21,natural
1,AR,ARS,267621,19,Baja,pago litoral gas,63933,servicios,2026-01-07,natural
1,AR,ARS,267621,19,Baja,mp*spotify argentina,6186,streaming,2026-01-09,cartola
1,AR,ARS,267621,19,Baja,pago movistar hogar argentina,62188,servicios,2026-01-22,natural
1,AR,ARS,267621,19,Baja,carga bencina en flecha bus,25155,transporte,2026-01-10,natural
1,AR,ARS,267621,19,Baja,trenes argentinos pos,4924,transporte,2026-01-06,cartola
1,AR,ARS,267621,19,Baja,carga bencina en peaje debenedetti,2751,transporte,2026-01-15,natural
1,AR,ARS,267621,19,Baja,sanatorio guemes intern,81069,salud,2026-01-08,cartola
1,AR,ARS,267621,19,Baja,pago rapipago,79556,servicios,2026-01-29,natural
1,AR,ARS,267621,19,Baja,deb aut gas nea pos,57857,servicios,2026-01-13,cartola
1,AR,ARS,267621,19,Baja,carga bencina en emova subte,7865,transporte,2026-01-17,natural
1,AR,ARS,267621,19,Baja,metrovias boleteria,4978,transporte,2026-01-12,cartola
1,AR,ARS,267621,19,Baja,entrada a ticketek,67994,ocio,2026-01-06,natural
1,AR,ARS,267621,19,Baja,pago zara argentina,65822,otros,2026-01-04,natural
1,AR,ARS,267621,19,Baja,mp*amazon prime arg,6782,ocio,2026-01-10,cartola
1,AR,ARS,267621,19,Baja,smg medicina prepaga deb,32475,salud,2026-01-26,cartola
1,AR,ARS,267621,19,Baja,pago movistar hogar argentina,61283,servicios,2026-01-10,natural
1,AR,ARS,267621,19,Baja,pago aguas cordobesas,7270,servicios,2026-01-13,natural
1,AR,ARS,267621,19,Baja,carga bencina en axion energy,17276,transporte,2026-01-08,natural
1,AR,ARS,267621,19,Baja,deb aut aguas bonaerenses,14986,servicios,2026-01-17,cartola
1,AR,ARS,267621,19,Baja,parque de la costa comp,26284,ocio,2026-01-10,cartola
1,AR,ARS,267621,19,Baja,pago telecom fibertel,33012,servicios,2026-01-11,natural
1,AR,ARS,267621,19,Baja,pago en coto,52888,alimentacion,2026-01-14,natural
1,AR,ARS,267621,19,Baja,pago personal flow,24961,servicios,2026-01-05,natural
1,AR,ARS,267621,19,Baja,suscripcion a spotify argentina,9465,streaming,2026-01-27,natural
1,AR,ARS,267621,19,Baja,pago coppel,60508,otros,2026-01-04,natural
1,AR,ARS,267621,19,Baja,pago ferreteria industrial,11658,vivienda,2026-01-05,natural
1,AR,ARS,267621,19,Baja,pago en sancor salud,92603,salud,2026-01-24,natural
1,AR,ARS,267621,19,Baja,pago en makro,93090,alimentacion,2026-01-21,natural
1,AR,ARS,267621,19,Baja,deb aut camuzzi pampeana,73372,servicios,2026-01-28,cartola
1,AR,ARS,267621,19,Baja,suscripcion a spotify argentina,5140,streaming,2026-01-10,natural
1,AR,ARS,267621,19,Baja,telecentro debito directo,64183,servicios,2026-01-21,cartola
1,AR,ARS,267621,19,Baja,teatro colon entradas,13761,ocio,2026-01-12,cartola
1,AR,ARS,267621,19,Baja,pago en burger king,17626,alimentacion,2026-01-10,natural
1,AR,ARS,267621,19,Baja,pago edersa rio negro,50211,servicios,2026-01-04,natural
1,AR,ARS,267621,19,Baja,carga bencina en metrovias,5002,transporte,2026-01-24,natural
1,AR,ARS,267621,19,Baja,pago pinturas alba,70743,vivienda,2026-01-11,natural
1,AR,ARS,267621,19,Baja,peaje debenedetti pos,3493,transporte,2026-01-20,cartola
1,AR,ARS,267621,19,Baja,sanatorio guemes intern,89588,salud,2026-01-25,cartola
1,AR,ARS,267621,19,Baja,scholastica compra pos,34736,educacion,2026-01-10,cartola
1,AR,ARS,267621,19,Baja,peaje parque avellaneda,3577,transporte,2026-01-25,cartola
1,AR,ARS,267621,19,Baja,consorcioabierto expensas,42552,vivienda,2026-01-17,cartola
1,AR,ARS,267621,19,Baja,viaje en peaje samborombon,7727,transporte,2026-01-05,natural
1,AR,ARS,267621,19,Baja,deb aut claro hogar,24908,servicios,2026-01-11,cartola
1,AR,ARS,267621,19,Baja,mercadopago*doncarlos,6647,alimentacion,2026-01-03,cartola
1,AR,ARS,267621,19,Baja,colegio st georges deb,64547,educacion,2026-01-29,cartola
1,AR,ARS,267621,19,Baja,pago naturgy,9607,servicios,2026-01-17,natural
1,AR,ARS,267621,19,Baja,farmacias vantage suc,11734,salud,2026-01-29,cartola
1,AR,ARS,267621,19,Baja,blaisten s.a. suc,67521,vivienda,2026-01-20,cartola
1,AR,ARS,267621,19,Baja,showcase ar compra pos,10471,ocio,2026-01-20,cartola
1,AR,ARS,267621,19,Baja,metrogas debito aut,40530,servicios,2026-01-26,cartola
1,AR,ARS,267621,19,Baja,clinica suizo argentina,85528,salud,2026-01-18,cartola
1,AR,ARS,267621,19,Baja,osecac cuota directa,44014,salud,2026-01-20,cartola
1,AR,ARS,267621,19,Baja,pago uala,75531,otros,2026-01-26,natural
1,AR,ARS,267621,19,Baja,carga bencina en uber argentina,11671,transporte,2026-01-09,natural
1,AR,ARS,267621,19,Baja,supermercados vea,28517,alimentacion,2026-01-16,cartola
1,AR,ARS,267621,19,Baja,mp*spotify argentina,4885,streaming,2026-01-11,cartola
1,AR,ARS,267621,19,Baja,mp*disney plus arg,11041,streaming,2026-01-23,cartola
1,AR,ARS,267621,19,Baja,carga bencina en telepase autopistas,28315,transporte,2026-01-15,natural
1,AR,ARS,267621,19,Baja,mostaza suc compra,26721,alimentacion,2026-01-10,cartola
1,AR,ARS,267621,19,Baja,metrogas debito aut,15816,servicios,2026-01-11,cartola
1,AR,ARS,267621,19,Baja,colegio champagnat deb,63047,educacion,2026-01-05,cartola
2,AR,ARS,294393,40,Baja,pago pinturerias prestigio,70757,vivienda,2026-01-16,natural
2,AR,ARS,294393,40,Baja,pago en jumbo,71626,alimentacion,2026-01-02,natural
2,AR,ARS,294393,40,Baja,compra en las cuartetas,46196,alimentacion,2026-01-26,natural
2,AR,ARS,294393,40,Baja,puntoticket compra,90529,ocio,2026-01-26,cartola
2,AR,ARS,294393,40,Baja,panaderia san jose pos,12174,alimentacion,2026-01-10,cartola
2,AR,ARS,294393,40,Baja,pago en carniceria el ombu,67132,alimentacion,2026-01-04,natural
2,AR,ARS,294393,40,Baja,consorcio palermo exp,78687,vivienda,2026-01-05,cartola
2,AR,ARS,294393,40,Baja,pago pagomiscuentas,55955,servicios,2026-01-23,natural
2,AR,ARS,294393,40,Baja,deb aut camuzzi pampeana,14809,servicios,2026-01-12,cartola
2,AR,ARS,294393,40,Baja,carga bencina en puma energy,64976,transporte,2026-01-23,natural
2,AR,ARS,294393,40,Baja,deb aut epec cordoba,69165,servicios,2026-01-18,cartola
2,AR,ARS,294393,40,Baja,compra en laboratorio stamboulian,75338,salud,2026-01-08,natural
2,AR,ARS,294393,40,Baja,recarga sube acc,8599,transporte,2026-01-24,cartola
2,AR,ARS,294393,40,Baja,pago easy,92578,vivienda,2026-01-24,natural
2,AR,ARS,294393,40,Baja,compra en fiambreria el galpon,4448,alimentacion,2026-01-09,natural
2,AR,ARS,294393,40,Baja,pago megatone,75482,otros,2026-01-17,natural
2,AR,ARS,294393,40,Baja,pago claro hogar argentina,43349,servicios,2026-01-28,natural
2,AR,ARS,294393,40,Baja,pinturas alba compra suc,43946,vivienda,2026-01-06,cartola
2,AR,ARS,294393,40,Baja,compra en osecac,54280,salud,2026-01-29,natural
2,AR,ARS,294393,40,Baja,pago en mi barrio hamburgueseria,31386,alimentacion,2026-01-27,natural
2,AR,ARS,294393,40,Baja,pago easy,47072,vivienda,2026-01-29,natural
2,AR,ARS,294393,40,Baja,mercadopago*doncarlos,18370,alimentacion,2026-01-19,cartola
2,AR,ARS,294393,40,Baja,pago rapipago,62682,servicios,2026-01-24,natural
2,AR,ARS,294393,40,Baja,viaje en emova subte,4826,transporte,2026-01-03,natural
2,AR,ARS,294393,40,Baja,nueva chevallier s.a.,61968,transporte,2026-01-23,cartola
2,AR,ARS,294393,40,Baja,deb aut edet tucuman,34936,servicios,2026-01-03,cartola
2,AR,ARS,294393,40,Baja,pago en carniceria el ombu,53515,alimentacion,2026-01-05,natural
2,AR,ARS,294393,40,Baja,pago consorcio edificio belgrano,32011,vivienda,2026-01-29,natural
2,AR,ARS,294393,40,Baja,mp*amazon prime arg,3612,ocio,2026-01-10,cartola
2,AR,ARS,294393,40,Baja,viaje en peaje debenedetti,4756,transporte,2026-01-29,natural
2,AR,ARS,294393,40,Baja,entrada a fiter gimnasios,30452,ocio,2026-01-29,natural
2,AR,ARS,294393,40,Baja,expensas online transfer,28968,vivienda,2026-01-23,cartola
2,AR,ARS,294393,40,Baja,telecentro debito directo,63940,servicios,2026-01-05,cartola
2,AR,ARS,294393,40,Baja,deb aut edersa pos,27173,servicios,2026-01-24,cartola
2,AR,ARS,294393,40,Baja,op.ypf suc compra,21028,transporte,2026-01-03,cartola
2,AR,ARS,294393,40,Baja,peaje hudson aubasa,8556,transporte,2026-01-18,cartola
2,AR,ARS,294393,40,Baja,clinica mater dei compra,96938,salud,2026-01-07,cartola
2,AR,ARS,294393,40,Baja,freddo helados compra,21783,alimentacion,2026-01-20,cartola
2,AR,ARS,294393,40,Baja,el club de la milanesa,53805,alimentacion,2026-01-10,cartola
2,AR,ARS,294393,40,Baja,suscripcion a ticketek,75981,ocio,2026-01-04,natural
2,AR,ARS,294393,40,Baja,sancor salud deb aut,99626,salud,2026-01-15,cartola
2,AR,ARS,294393,40,Baja,mp*spotify argentina,9424,streaming,2026-01-14,cartola
2,AR,ARS,294393,40,Baja,naturgy pago compra,39091,servicios,2026-01-13,cartola
2,AR,ARS,294393,40,Baja,colegio st georges deb,41639,educacion,2026-01-28,cartola
2,AR,ARS,294393,40,Baja,suscripcion a puntoticket argentina,16061,ocio,2026-01-21,natural
2,AR,ARS,294393,40,Baja,suscripcion a spotify argentina,8854,streaming,2026-01-09,natural
2,AR,ARS,294393,40,Baja,suscripcion a teatro opera,44850,ocio,2026-01-22,natural
2,AR,ARS,294393,40,Baja,le pain quotidien suc,50358,alimentacion,2026-01-27,cartola
2,AR,ARS,294393,40,Baja,compra en sanatorio otamendi,73911,salud,2026-01-11,natural
2,AR,ARS,294393,40,Baja,metrovias boleteria,2438,transporte,2026-01-27,cartola
2,AR,ARS,294393,40,Baja,pago maderas ramos,94579,vivienda,2026-01-28,natural
2,AR,ARS,294393,40,Baja,pago en la birra bar,38078,alimentacion,2026-01-25,natural
2,AR,ARS,294393,40,Baja,pago naturgy,69385,servicios,2026-01-26,natural
2,AR,ARS,294393,40,Baja,federacion patronal deb,89048,otros,2026-01-27,cartola
2,AR,ARS,294393,40,Baja,galeno cobertura deb,73272,salud,2026-01-13,cartola
2,AR,ARS,294393,40,Baja,entrada a niceto club,25181,ocio,2026-01-05,natural
2,AR,ARS,294393,40,Baja,entrada a smart fit argentina,18820,ocio,2026-01-21,natural
2,AR,ARS,294393,40,Baja,viaje en axion energy,72852,transporte,2026-01-22,natural
2,AR,ARS,294393,40,Baja,pago en farmacias selma,10943,salud,2026-01-17,natural
2,AR,ARS,294393,40,Baja,kfc suc,22614,alimentacion,2026-01-16,cartola
2,AR,ARS,294393,40,Baja,pago en accord salud,102175,salud,2026-01-20,natural
2,AR,ARS,294393,40,Baja,suscripcion a netflix argentina,11797,streaming,2026-01-21,natural
2,AR,ARS,294393,40,Baja,accord salud debito directo,94583,salud,2026-01-13,cartola
2,AR,ARS,294393,40,Baja,carga bencina en flecha bus,45947,transporte,2026-01-23,natural
2,AR,ARS,294393,40,Baja,prevencion salud compra,101129,salud,2026-01-14,cartola
2,AR,ARS,294393,40,Baja,puma energy suc,71600,transporte,2026-01-08,cartola
2,AR,ARS,294393,40,Baja,teatro opera entradas,14799,ocio,2026-01-12,cartola
2,AR,ARS,294393,40,Baja,carga bencina en sube,7446,transporte,2026-01-28,natural
2,AR,ARS,294393,40,Baja,pago personal flow,43305,servicios,2026-01-12,natural
2,AR,ARS,294393,40,Baja,deb aut aguas bonaerenses,5185,servicios,2026-01-06,cartola
2,AR,ARS,294393,40,Baja,icbc mantenimiento servicio,7217,otros,2026-01-29,cartola
2,AR,ARS,294393,40,Baja,compra en carrefour,56955,alimentacion,2026-01-20,natural
2,AR,ARS,294393,40,Baja,cabify compra,11695,transporte,2026-01-25,cartola
2,AR,ARS,294393,40,Baja,farmacias azul suc,12330,salud,2026-01-26,cartola
2,AR,ARS,294393,40,Baja,sanatorio otamendi suc,57146,salud,2026-01-09,cartola
2,AR,ARS,294393,40,Baja,pago edesur,96363,servicios,2026-01-22,natural
2,AR,ARS,294393,40,Baja,pago dexter,82781,otros,2026-01-23,natural
2,AR,ARS,294393,40,Baja,la mezzetta compra,36069,alimentacion,2026-01-04,cartola
2,AR,ARS,294393,40,Baja,recarga sube acc,1538,transporte,2026-01-21,cartola
2,AR,ARS,294393,40,Baja,deb aut fiter pos,41335,ocio,2026-01-21,cartola
2,AR,ARS,294393,40,Baja,pago consorcio edificio belgrano,96263,vivienda,2026-01-27,natural
2,AR,ARS,294393,40,Baja,suscripcion a disney plus argentina,9332,streaming,2026-01-15,natural
2,AR,ARS,294393,40,Baja,mercadopago*elprogreso,30119,vivienda,2026-01-16,cartola
2,AR,ARS,294393,40,Baja,centro rossi compra pos,24463,salud,2026-01-12,cartola
2,AR,ARS,294393,40,Baja,entrada a movistar arena argentina,40006,ocio,2026-01-04,natural
2,AR,ARS,294393,40,Baja,changomas compra,20219,alimentacion,2026-01-25,cartola
2,AR,ARS,294393,40,Baja,mp*netflix argentina,14115,streaming,2026-01-19,cartola
2,AR,ARS,294393,40,Baja,colegio northlands deb,18964,educacion,2026-01-29,cartola
2,AR,ARS,294393,40,Baja,suscripcion a bar el barista argentina,17858,ocio,2026-01-11,natural
2,AR,ARS,294393,40,Baja,suscripcion a movistar arena argentina,33579,ocio,2026-01-06,natural
2,AR,ARS,294393,40,Baja,passline tickets suc,26184,ocio,2026-01-19,cartola
2,AR,ARS,294393,40,Baja,pago en laboratorio stamboulian,46512,salud,2026-01-29,natural
2,AR,ARS,294393,40,Baja,inscripcion en colegio marin,6384,educacion,2026-01-02,natural
2,AR,ARS,294393,40,Baja,pago en el cuartito,28249,alimentacion,2026-01-02,natural
2,AR,ARS,294393,40,Baja,diarco compra pos,82531,alimentacion,2026-01-25,cartola
2,AR,ARS,294393,40,Baja,suscripcion a cinemark hoyts,9006,ocio,2026-01-14,natural
2,AR,ARS,294393,40,Baja,omint debito directo,23574,salud,2026-01-25,cartola
2,AR,ARS,294393,40,Baja,peaje samborombon aubasa,6384,transporte,2026-01-03,cartola
2,AR,ARS,294393,40,Baja,dean & dennys suc,26245,alimentacion,2026-01-04,cartola
2,AR,ARS,294393,40,Baja,peaje larena ausol,5473,transporte,2026-01-16,cartola
2,AR,ARS,294393,40,Baja,smg medicina prepaga deb,70097,salud,2026-01-15,cartola
2,AR,ARS,294393,40,Baja,pago en las cuartetas,52965,alimentacion,2026-01-03,natural
2,AR,ARS,294393,40,Baja,peaje dock sud acc,1948,transporte,2026-01-11,cartola
2,AR,ARS,294393,40,Baja,pagomiscuentas aysa deb,55080,servicios,2026-01-12,cartola
2,AR,ARS,294393,40,Baja,rappi*compra,33223,alimentacion,2026-01-14,cartola
2,AR,ARS,294393,40,Baja,pago ferreteria el progreso,35785,vivienda,2026-01-04,natural
2,AR,ARS,294393,40,Baja,centro rossi compra pos,17544,salud,2026-01-16,cartola
2,AR,ARS,294393,40,Baja,pagomiscuentas debito,77465,servicios,2026-01-14,cartola
2,AR,ARS,294393,40,Baja,mp*spotify argentina,4871,streaming,2026-01-02,cartola
2,AR,ARS,294393,40,Baja,santander comision servicio,21754,otros,2026-01-24,cartola
2,AR,ARS,294393,40,Baja,pago metrogas,65240,servicios,2026-01-15,natural
2,AR,ARS,294393,40,Baja,kel libreria suc compra,18308,educacion,2026-01-11,cartola
2,AR,ARS,294393,40,Baja,suscripcion a netflix argentina,10456,streaming,2026-01-18,natural
2,AR,ARS,294393,40,Baja,deb aut on fit gimnasios,32710,ocio,2026-01-26,cartola
2,AR,ARS,294393,40,Baja,carga bencina en peaje parque avellaneda,7287,transporte,2026-01-05,natural
2,AR,ARS,294393,40,Baja,compra en mcdonald's,17370,alimentacion,2026-01-07,natural
2,AR,ARS,294393,40,Baja,pago giro cajero banelco,62811,otros,2026-01-23,natural
2,AR,ARS,294393,40,Baja,pago gas nea,92278,servicios,2026-01-29,natural
2,AR,ARS,294393,40,Baja,vep afip acc compra,34786,otros,2026-01-17,cartola
2,AR,ARS,294393,40,Baja,pago en medicus,101125,salud,2026-01-18,natural
2,AR,ARS,294393,40,Baja,el club de la milanesa,41616,alimentacion,2026-01-13,cartola
2,AR,ARS,294393,40,Baja,pago metrogas,92497,servicios,2026-01-21,natural
2,AR,ARS,294393,40,Baja,pago colegio san martin,95162,educacion,2026-01-16,natural
2,AR,ARS,294393,40,Baja,deb aut gas nea pos,93437,servicios,2026-01-21,cartola
2,AR,ARS,294393,40,Baja,zonaprop compra factura,20109,vivienda,2026-01-27,cartola
3,AR,ARS,158513,22,Alta,pagomiscuentas debito,48813,servicios,2026-01-22,cartola
3,AR,ARS,158513,22,Alta,kfc suc,28187,alimentacion,2026-01-16,cartola
3,AR,ARS,158513,22,Alta,expensas online transfer,30403,vivienda,2026-01-11,cartola
3,AR,ARS,158513,22,Alta,compra en laboratorio stamboulian,32175,salud,2026-01-27,natural
3,AR,ARS,158513,22,Alta,teatro colon entradas,14319,ocio,2026-01-19,cartola
3,AR,ARS,158513,22,Alta,suscripcion a teatro gran rex,31514,ocio,2026-01-12,natural
3,AR,ARS,158513,22,Alta,pago en pizzeria guerrin,18268,alimentacion,2026-01-22,natural
3,AR,ARS,158513,22,Alta,suscripcion a spotify argentina,3556,streaming,2026-01-11,natural
3,AR,ARS,158513,22,Alta,pago colegio ward,23112,educacion,2026-01-22,natural
3,AR,ARS,158513,22,Alta,deb aut on fit gimnasios,27856,ocio,2026-01-11,cartola
3,AR,ARS,158513,22,Alta,pago en burger king,17197,alimentacion,2026-01-08,natural
3,AR,ARS,158513,22,Alta,recarga sube acc,2269,transporte,2026-01-29,cartola
3,AR,ARS,158513,22,Alta,pago litoral gas,43374,servicios,2026-01-23,natural
3,AR,ARS,158513,22,Alta,carga bencina en peaje dellepiane,2573,transporte,2026-01-07,natural
3,AR,ARS,158513,22,Alta,compra en el cuartito,48942,alimentacion,2026-01-25,natural
3,AR,ARS,158513,22,Alta,compra en medife,25459,salud,2026-01-16,natural
3,AR,ARS,158513,22,Alta,mercadopago*elbarista,18710,ocio,2026-01-09,cartola
3,AR,ARS,158513,22,Alta,peaje illia ausa,4212,transporte,2026-01-28,cartola
3,AR,ARS,158513,22,Alta,pago en las cuartetas,45883,alimentacion,2026-01-26,natural
3,AR,ARS,158513,22,Alta,carga bencina en emova subte,9239,transporte,2026-01-28,natural
3,AR,ARS,158513,22,Alta,compra en dandy,21070,alimentacion,2026-01-22,natural
3,AR,ARS,158513,22,Alta,pago maderas ramos,43171,vivienda,2026-01-11,natural
3,AR,ARS,158513,22,Alta,mayorista yaguar suc,44469,alimentacion,2026-01-18,cartola
3,AR,ARS,158513,22,Alta,compra en el noble,8005,alimentacion,2026-01-28,natural
3,AR,ARS,158513,22,Alta,maderas ramos s.a.,25873,vivienda,2026-01-14,cartola
3,AR,ARS,158513,22,Alta,pago ferreteria el progreso,28307,vivienda,2026-01-09,natural
3,AR,ARS,158513,22,Alta,compra en supermercados dia,50838,alimentacion,2026-01-06,natural
3,AR,ARS,158513,22,Alta,compra en club de la birra,38962,alimentacion,2026-01-26,natural
3,AR,ARS,158513,22,Alta,mp*spotify argentina,7540,streaming,2026-01-04,cartola
3,AR,ARS,158513,22,Alta,burger king pos,33360,alimentacion,2026-01-25,cartola
3,AR,ARS,158513,22,Alta,suscripcion a sportclub,28643,ocio,2026-01-11,natural
3,AR,ARS,158513,22,Alta,pago en kfc,18756,alimentacion,2026-01-04,natural
3,AR,ARS,158513,22,Alta,compra en rappi,44107,alimentacion,2026-01-24,natural
3,AR,ARS,158513,22,Alta,compra en el noble,5051,alimentacion,2026-01-20,natural
3,AR,ARS,158513,22,Alta,pago en clinica mater dei,46402,salud,2026-01-04,natural
3,AR,ARS,158513,22,Alta,pago giro cajero link,53538,otros,2026-01-14,natural
3,AR,ARS,158513,22,Alta,edesur pago directo,51659,servicios,2026-01-13,cartola
3,AR,ARS,158513,22,Alta,viaje en ypf,38402,transporte,2026-01-09,natural
3,AR,ARS,158513,22,Alta,suscripcion a disney plus argentina,4849,streaming,2026-01-06,natural
3,AR,ARS,158513,22,Alta,compra en verduleria don carlos,13593,alimentacion,2026-01-28,natural
3,AR,ARS,158513,22,Alta,pago epec,46361,servicios,2026-01-04,natural
3,AR,ARS,158513,22,Alta,mp*spotify argentina,2802,streaming,2026-01-03,cartola
3,AR,ARS,158513,22,Alta,pago edesur,30682,servicios,2026-01-28,natural
3,AR,ARS,158513,22,Alta,pago pinturerias rex,17399,vivienda,2026-01-11,natural
3,AR,ARS,158513,22,Alta,pago en laboratorio stamboulian,13132,salud,2026-01-10,natural
3,AR,ARS,158513,22,Alta,pago en grido helados,18318,alimentacion,2026-01-14,natural
3,AR,ARS,158513,22,Alta,viaje en cabify,19259,transporte,2026-01-27,natural
3,AR,ARS,158513,22,Alta,blaisten s.a. suc,42820,vivienda,2026-01-21,cartola
3,AR,ARS,158513,22,Alta,banco nacion cargo mant,9937,otros,2026-01-05,cartola
3,AR,ARS,158513,22,Alta,pizzeria guerrin compra,28375,alimentacion,2026-01-21,cartola
3,AR,ARS,158513,22,Alta,mp*netflix argentina,12272,streaming,2026-01-03,cartola
3,AR,ARS,158513,22,Alta,suscripcion a spotify argentina,7536,streaming,2026-01-22,natural
3,AR,ARS,158513,22,Alta,pago dexter,24917,otros,2026-01-13,natural
