user_id,pais,moneda,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,descripcion,valor,categoria,fecha,tipo_texto
1,AR,ARS,201958,56,Alta,AMAZON PRIME ARGENTINA,694.0,ocio,2026-10-17,cartola
1,AR,ARS,201958,56,Alta,transferencia a carniceria el ombu,372.0,alimentacion,2026-04-06,natural
1,AR,ARS,201958,56,Alta,gasto en aguas cordobesas,2248.0,servicios,2026-05-06,natural
1,AR,ARS,201958,56,Alta,NATURGY,2903.0,servicios,2026-04-28,cartola
1,AR,ARS,201958,56,Alta,PONTIFICIA UNIVERSIDAD CATOLICA UCA,267.0,educacion,2026-02-17,cartola
1,AR,ARS,201958,56,Alta,pago a consorcio edificio belgrano,291.0,vivienda,2026-03-30,natural
1,AR,ARS,201958,56,Alta,gasto en emova subte,531.0,transporte,2026-08-25,natural
1,AR,ARS,201958,56,Alta,BANCO BBVA,475.0,otros,2026-09-29,cartola
1,AR,ARS,201958,56,Alta,PERSICCO,4147.0,alimentacion,2026-07-08,cartola
1,AR,ARS,201958,56,Alta,PAC CRUNCHYROLL 7291,154.0,streaming,2026-07-11,cartola
1,AR,ARS,201958,56,Alta,compra en ypf,340.0,transporte,2026-03-10,natural
1,AR,ARS,201958,56,Alta,transferencia a aguas bonaerenses,544.0,servicios,2026-10-05,natural
1,AR,ARS,201958,56,Alta,transferencia a rapipago,157.0,servicios,2026-12-15,natural
1,AR,ARS,201958,56,Alta,transferencia a peaje larena,364.0,transporte,2026-09-04,natural
1,AR,ARS,201958,56,Alta,gasto en alquileres argentina,1088.0,vivienda,2026-03-17,natural
1,AR,ARS,201958,56,Alta,transferencia a telecentro,1019.0,servicios,2026-06-03,natural
1,AR,ARS,201958,56,Alta,transferencia a sodimac,294.0,vivienda,2026-05-24,natural
1,AR,ARS,201958,56,Alta,cargo de amazon prime,624.0,streaming,2026-03-27,natural
1,AR,ARS,201958,56,Alta,PEAJE PARQUE AVELLANEDA,568.0,transporte,2026-07-04,cartola
1,AR,ARS,201958,56,Alta,pago a autopistas del sol ausol,807.0,transporte,2026-10-12,natural
1,AR,ARS,201958,56,Alta,OSDE,230.0,salud,2026-08-08,cartola
1,AR,ARS,201958,56,Alta,TER* PEAJE ILLIA,712.0,transporte,2026-03-10,cartola
1,AR,ARS,201958,56,Alta,cargo de netflix,3080.0,streaming,2026-02-16,natural
1,AR,ARS,201958,56,Alta,PROVINCIA NET,532.0,servicios,2026-04-04,cartola
1,AR,ARS,201958,56,Alta,pago a rapipago,1888.0,servicios,2026-08-26,natural
1,AR,ARS,201958,56,Alta,PEAJE PARQUE AVELLANEDA,455.0,transporte,2026-07-23,cartola
1,AR,ARS,201958,56,Alta,pago mensual de apple music,344.0,streaming,2026-08-06,natural
1,AR,ARS,201958,56,Alta,compra en ferreteria industrial,827.0,vivienda,2026-12-07,natural
1,AR,ARS,201958,56,Alta,pago a medicus,882.0,salud,2026-02-08,natural
1,AR,ARS,201958,56,Alta,OPTICAS LOF,1594.0,salud,2026-04-10,cartola
1,AR,ARS,201958,56,Alta,transferencia a clinica mater dei,209.0,salud,2026-10-16,natural
1,AR,ARS,201958,56,Alta,MAKRO,552.0,alimentacion,2026-09-11,cartola
1,AR,ARS,201958,56,Alta,compra en peaje dock sud,677.0,transporte,2026-08-10,natural
1,AR,ARS,201958,56,Alta,CARGO AUT TELECENTRO,1168.0,servicios,2026-12-23,cartola
1,AR,ARS,201958,56,Alta,ADMINISTRACION SAN MARTIN,172.0,vivienda,2026-09-07,cartola
1,AR,ARS,201958,56,Alta,CHEVALLIER,4161.0,transporte,2026-01-10,cartola
1,AR,ARS,201958,56,Alta,pago a netflix argentina,507.0,ocio,2026-09-03,natural
1,AR,ARS,201958,56,Alta,PANADERIA SAN JOSE,262.0,alimentacion,2026-11-21,cartola
1,AR,ARS,201958,56,Alta,ZARA ARGENTINA,1716.0,otros,2026-04-10,cartola
1,AR,ARS,201958,56,Alta,compra en puntoticket argentina,1099.0,ocio,2026-10-17,natural
1,AR,ARS,201958,56,Alta,compra en peaje illia,2442.0,transporte,2026-06-29,natural
1,AR,ARS,201958,56,Alta,ADMINISTRACION CONSORCIO PALERMO,321.0,vivienda,2026-08-11,cartola
1,AR,ARS,201958,56,Alta,compra en mi barrio hamburgueseria,642.0,alimentacion,2026-09-07,natural
1,AR,ARS,201958,56,Alta,PAGOMISCUENTAS,678.0,servicios,2026-05-27,cartola
1,AR,ARS,201958,56,Alta,transferencia a movistar hogar argentina,3136.0,servicios,2026-04-06,natural
1,AR,ARS,201958,56,Alta,transferencia a consorcio edificio belgrano,150.0,vivienda,2026-11-21,natural
1,AR,ARS,201958,56,Alta,gasto en aguas cordobesas,291.0,servicios,2026-01-04,natural
1,AR,ARS,201958,56,Alta,MOVISTAR HOGAR ARGENTINA,169.0,servicios,2026-01-16,cartola
1,AR,ARS,201958,56,Alta,transferencia a maderas ramos,250.0,vivienda,2026-10-07,natural
1,AR,ARS,201958,56,Alta,ZONAPROP,530.0,vivienda,2026-12-02,cartola
1,AR,ARS,201958,56,Alta,TELEPASE AUTOPISTAS,372.0,transporte,2026-09-04,cartola
1,AR,ARS,201958,56,Alta,pago a consorcio edificio belgrano,401.0,vivienda,2026-09-15,natural
1,AR,ARS,201958,56,Alta,DISNEY PLUS ARGENTINA,1484.0,ocio,2026-06-09,cartola
1,AR,ARS,201958,56,Alta,UNIVERSIDAD DE BUENOS AIRES UBA,2123.0,educacion,2026-12-06,cartola
2,AR,ARS,211932,19,Baja,SHOWCASE CINEMAS,1062.0,ocio,2026-05-02,cartola
2,AR,ARS,211932,19,Baja,EXPENSAS ONLINE,800.0,vivienda,2026-12-14,cartola
2,AR,ARS,211932,19,Baja,PUNTOTICKET ARGENTINA,313.0,ocio,2026-03-31,cartola
2,AR,ARS,211932,19,Baja,WENDY'S,1566.0,alimentacion,2026-05-16,cartola
2,AR,ARS,211932,19,Baja,ANTARES,1614.0,alimentacion,2026-07-05,cartola
2,AR,ARS,211932,19,Baja,gasto en coppel,924.0,otros,2026-11-12,natural
2,AR,ARS,211932,19,Baja,PERSONAL FLOW,1613.0,servicios,2026-06-27,cartola
2,AR,ARS,211932,19,Baja,NF* DISNEY PLUS ARGENTINA,990.0,ocio,2026-01-28,cartola
2,AR,ARS,211932,19,Baja,MOVISTAR ARENA ARGENTINA,217.0,ocio,2026-08-08,cartola
2,AR,ARS,211932,19,Baja,transferencia a pagomiscuentas,301.0,servicios,2026-12-23,natural
2,AR,ARS,211932,19,Baja,gasto en didi argentina,227.0,transporte,2026-02-10,natural
2,AR,ARS,211932,19,Baja,transferencia a maderas ramos,445.0,vivienda,2026-08-16,natural
2,AR,ARS,211932,19,Baja,pago a sodimac,341.0,vivienda,2026-05-25,natural
2,AR,ARS,211932,19,Baja,FERRETERIA INDUSTRIAL,904.0,vivienda,2026-07-20,cartola
2,AR,ARS,211932,19,Baja,pago mensual de crunchyroll,385.0,streaming,2026-07-31,natural
2,AR,ARS,211932,19,Baja,gasto en farmacity,1002.0,salud,2026-08-08,natural
2,AR,ARS,211932,19,Baja,BANCO PROVINCIA,457.0,otros,2026-08-28,cartola
2,AR,ARS,211932,19,Baja,pago mensual de hbo max,1075.0,streaming,2026-02-15,natural
2,AR,ARS,211932,19,Baja,VEA,391.0,alimentacion,2026-02-04,cartola
2,AR,ARS,211932,19,Baja,transferencia a farmacias vantage,284.0,salud,2026-09-10,natural
2,AR,ARS,211932,19,Baja,transferencia a peaje alberti,644.0,transporte,2026-03-23,natural
2,AR,ARS,211932,19,Baja,PLUSMAR,1109.0,transporte,2026-09-13,cartola
2,AR,ARS,211932,19,Baja,PAC LITORAL GAS,402.0,servicios,2026-07-16,cartola
2,AR,ARS,211932,19,Baja,compra en metrogas,2591.0,servicios,2026-10-30,natural
2,AR,ARS,211932,19,Baja,renovación de crunchyroll,302.0,streaming,2026-01-10,natural
2,AR,ARS,211932,19,Baja,FERRETERIA EL PUENTE,508.0,vivienda,2026-11-08,cartola
2,AR,ARS,211932,19,Baja,MADERAS RAMOS,3221.0,vivienda,2026-10-13,cartola
2,AR,ARS,211932,19,Baja,suscripción a netflix,746.0,streaming,2026-08-30,natural
2,AR,ARS,211932,19,Baja,compra en luna park,517.0,ocio,2026-09-08,natural
2,AR,ARS,211932,19,Baja,CARGO AUT PLAYSTATION NETWORK AR,789.0,ocio,2026-12-31,cartola
2,AR,ARS,211932,19,Baja,pago a boliche input,806.0,ocio,2026-01-05,natural
2,AR,ARS,211932,19,Baja,compra en clinica mater dei,1236.0,salud,2026-04-29,natural
2,AR,ARS,211932,19,Baja,CARGO AUT SANATORIO FINOCHIETTO,182.0,salud,2026-03-06,cartola
2,AR,ARS,211932,19,Baja,MOVISTAR ARENA ARGENTINA,270.0,ocio,2026-05-26,cartola
2,AR,ARS,211932,19,Baja,CONSORCIO EDIFICIO BELGRANO,816.0,vivienda,2026-08-12,cartola
2,AR,ARS,211932,19,Baja,COMISIONES BANCO GALICIA,1896.0,otros,2026-08-27,cartola
2,AR,ARS,211932,19,Baja,transferencia a disney plus argentina,775.0,ocio,2026-06-26,natural
2,AR,ARS,211932,19,Baja,transferencia a pinturas alba,256.0,vivienda,2026-09-24,natural
2,AR,ARS,211932,19,Baja,CARGO AUT PARAMOUNT+ 8178,1070.0,streaming,2026-12-07,cartola
2,AR,ARS,211932,19,Baja,MADERAS RAMOS,1265.0,vivienda,2026-10-09,cartola
2,AR,ARS,211932,19,Baja,TER* BAR EL BARISTA ARGENTINA,256.0,ocio,2026-03-04,cartola
2,AR,ARS,211932,19,Baja,transferencia a impuestos afip,446.0,otros,2026-08-05,natural
2,AR,ARS,211932,19,Baja,COLEGIO CHAMPAGNAT,718.0,educacion,2026-12-08,cartola
2,AR,ARS,211932,19,Baja,DISCOTECA KIKA,645.0,ocio,2026-11-11,cartola
2,AR,ARS,211932,19,Baja,ATM SODIMAC,464.0,vivienda,2026-10-10,cartola
2,AR,ARS,211932,19,Baja,gasto en telecom fibertel,332.0,servicios,2026-06-26,natural
2,AR,ARS,211932,19,Baja,NATURGY,354.0,servicios,2026-04-08,cartola
2,AR,ARS,211932,19,Baja,transferencia a wendy's,254.0,alimentacion,2026-04-09,natural
2,AR,ARS,211932,19,Baja,SANATORIO OTAMENDI,2990.0,salud,2026-11-07,cartola
2,AR,ARS,211932,19,Baja,pago a laboratorio stamboulian,1764.0,salud,2026-01-06,natural
2,AR,ARS,211932,19,Baja,PEAJE PACHECO,412.0,transporte,2026-07-16,cartola
2,AR,ARS,211932,19,Baja,TRENES ARGENTINOS,2951.0,transporte,2026-12-17,cartola
2,AR,ARS,211932,19,Baja,pago a banco provincia,1061.0,otros,2026-05-13,natural
2,AR,ARS,211932,19,Baja,gasto en disco,619.0,alimentacion,2026-12-24,natural
2,AR,ARS,211932,19,Baja,MOVISTAR HOGAR ARGENTINA,638.0,servicios,2026-09-16,cartola
2,AR,ARS,211932,19,Baja,SMART FIT ARGENTINA,330.0,ocio,2026-01-23,cartola
2,AR,ARS,211932,19,Baja,gasto en pinturerias prestigio,202.0,vivienda,2026-06-14,natural
2,AR,ARS,211932,19,Baja,GALENO,866.0,salud,2026-07-21,cartola
2,AR,ARS,211932,19,Baja,transferencia a ferreteria el puente,758.0,vivienda,2026-03-24,natural
2,AR,ARS,211932,19,Baja,MAKRO,225.0,alimentacion,2026-05-25,cartola
2,AR,ARS,211932,19,Baja,transferencia a arba impuestos,2745.0,otros,2026-03-26,natural
2,AR,ARS,211932,19,Baja,cargo de spotify,1428.0,streaming,2026-03-19,natural
2,AR,ARS,211932,19,Baja,PEAJE ILLIA,350.0,transporte,2026-01-01,cartola
2,AR,ARS,211932,19,Baja,CLINICA SUIZO ARGENTINA,2510.0,salud,2026-02-20,cartola
2,AR,ARS,211932,19,Baja,ATM STEAM GAMES ARGENTINA,3437.0,ocio,2026-06-22,cartola
2,AR,ARS,211932,19,Baja,UNIVERSIDAD DE BUENOS AIRES UBA,5170.0,educacion,2026-07-24,cartola
2,AR,ARS,211932,19,Baja,,153.0,vivienda,2026-10-15,cartola
2,AR,ARS,211932,19,Baja,pago a aguas bonaerenses,1255.0,servicios,2026-02-03,natural
2,AR,ARS,211932,19,Baja,gasto en naturgy,742.0,servicios,2026-12-14,natural
2,AR,ARS,211932,19,Baja,AVALIAN,1149.0,salud,2026-04-05,cartola
2,AR,ARS,211932,19,Baja,CENTRO ROSSI,3252.0,salud,2026-03-13,cartola
2,AR,ARS,211932,19,Baja,gasto en esay,1094.0,vivienda,2026-02-08,natural
2,AR,ARS,211932,19,Baja,CLINICA MATER DEI,1704.0,salud,2026-06-03,cartola
2,AR,ARS,211932,19,Baja,transferencia a federacion patronal seguros,1894.0,otros,2026-09-07,natural
2,AR,ARS,211932,19,Baja,pago a provincia net,1712.0,servicios,2026-06-11,natural
2,AR,ARS,211932,19,Baja,gasto en farmacias central oeste,522.0,salud,2026-04-28,natural
2,AR,ARS,211932,19,Baja,pago a sportclub,236.0,ocio,2026-09-16,natural
2,AR,ARS,211932,19,Baja,gasto en edenor,475.0,servicios,2026-11-02,natural
2,AR,ARS,211932,19,Baja,SUB*MAKRO,2090.0,alimentacion,2026-09-25,cartola
2,AR,ARS,211932,19,Baja,HOSPITAL BRITANICO,342.0,salud,2026-02-23,cartola
2,AR,ARS,211932,19,Baja,gasto en laboratorio stamboulian,676.0,salud,2026-08-24,natural
2,AR,ARS,211932,19,Baja,transferencia a emova subte,249.0,transporte,2026-08-10,natural
2,AR,ARS,211932,19,Baja,compra en trenes argentinos,818.0,transporte,2026-09-08,natural
2,AR,ARS,211932,19,Baja,pago a le pain quotidien,1868.0,alimentacion,2026-11-09,natural
2,AR,ARS,211932,19,Baja,gasto en luna park,1994.0,ocio,2026-04-22,natural
2,AR,ARS,211932,19,Baja,COMPRA WEB OSECAC,254.0,salud,2026-09-12,cartola
2,AR,ARS,211932,19,Baja,gasto en steam games argentina,2238.0,ocio,2026-10-30,natural
2,AR,ARS,211932,19,Baja,PEAJE SARANDI,842.0,transporte,2026-07-26,cartola
2,AR,ARS,211932,19,Baja,WEBPAY EDESUR,405.0,servicios,2026-08-17,cartola
2,AR,ARS,211932,19,Baja,NF* YPF,1157.0,transporte,2026-12-07,cartola
2,AR,ARS,211932,19,Baja,CONSORCIOABIERTO,617.0,vivienda,2026-03-07,cartola
2,AR,ARS,211932,19,Baja,transferencia a ferreteria industrial,446.0,vivienda,2026-03-16,natural
2,AR,ARS,211932,19,Baja,compra en luna park,1147.0,ocio,2026-04-13,natural
2,AR,ARS,211932,19,Baja,gasto en coelgio san martin,269.0,educacion,2026-07-11,natural
2,AR,ARS,211932,19,Baja,PEAJE SAMBOROMBON,377.0,transporte,2026-09-09,cartola
2,AR,ARS,211932,19,Baja,BANCO NACION,535.0,otros,2026-08-14,cartola
2,AR,ARS,211932,19,Baja,ALMACEN DE BARRIO,275.0,alimentacion,2026-10-21,cartola
2,AR,ARS,211932,19,Baja,EDET TUCUMAN,488.0,servicios,2026-11-02,cartola
2,AR,ARS,211932,19,Baja,BANCO MACRO,796.0,otros,2026-04-08,cartola
2,AR,ARS,211932,19,Baja,PAC PARAMOUNT+ 4817,1269.0,streaming,2026-12-04,cartola
2,AR,ARS,211932,19,Baja,compra en tea connection,1369.0,alimentacion,2026-10-13,natural
2,AR,ARS,211932,19,Baja,gasto en giro cajero banelco,1625.0,otros,2026-12-01,natural
2,AR,ARS,211932,19,Baja,,1281.0,alimentacion,2026-12-13,natural
2,AR,ARS,211932,19,Baja,NF* YOUTUBE PREMIUM 2/3,1073.0,streaming,2026-11-04,cartola
2,AR,ARS,211932,19,Baja,transferencia a pinturerias rex,255.0,vivienda,2026-09-06,natural
2,AR,ARS,211932,19,Baja,transferencia a diagnostico maipu,480.0,salud,2026-06-15,natural
2,AR,ARS,211932,19,Baja,PAGOMISCUENTAS,610.0,servicios,2026-12-01,cartola
2,AR,ARS,211932,19,Baja,CONSORCIO CABALLITO,179.0,vivienda,2026-09-04,cartola
2,AR,ARS,211932,19,Baja,ZONAPROP,706.0,vivienda,2026-04-16,cartola
2,AR,ARS,211932,19,Baja,ATM NATURGY,538.0,servicios,2026-02-20,cartola
2,AR,ARS,211932,19,Baja,gasto en makro,1522.0,alimentacion,2026-03-22,natural
2,AR,ARS,211932,19,Baja,PINTURAS ALBA,3581.0,vivienda,2026-05-13,cartola
2,AR,ARS,211932,19,Baja,PAC PARAMOUNT+ 4743,763.0,streaming,2026-10-12,cartola
2,AR,ARS,211932,19,Baja,EDERSA RIO NEGRO,366.0,servicios,2026-05-18,cartola
2,AR,ARS,211932,19,Baja,CHEVALLIER,333.0,transporte,2026-11-26,cartola
2,AR,ARS,211932,19,Baja,TER* ALQUILERES ARGENTINA,2428.0,vivienda,2026-09-30,cartola
2,AR,ARS,211932,19,Baja,suscripción a paramount+,2362.0,streaming,2026-12-06,natural
2,AR,ARS,211932,19,Baja,COMPRA WEB CONSORCIOABIERTO,274.0,vivienda,2026-03-10,cartola
2,AR,ARS,211932,19,Baja,EDESAL SAN LUIS,1117.0,servicios,2026-02-03,cartola
2,AR,ARS,211932,19,Baja,POS TRX PEAJE ILLIA,155.0,transporte,2026-02-22,cartola
2,AR,ARS,211932,19,Baja,POS TRX DISNEY PLUS ARGENTINA,171.0,ocio,2026-07-24,cartola
2,AR,ARS,211932,19,Baja,suscripción a max,230.0,streaming,2026-05-06,natural
2,AR,ARS,211932,19,Baja,compra en disney plus argentina,328.0,ocio,2026-08-23,natural
2,AR,ARS,211932,19,Baja,,5147.0,ocio,2026-02-12,cartola
2,AR,ARS,211932,19,Baja,transferencia a aguas bonaerenses,1121.0,servicios,2026-08-28,natural
2,AR,ARS,211932,19,Baja,pago mensual de spotify,455.0,streaming,2026-04-21,natural
2,AR,ARS,211932,19,Baja,ARGENPROP,1255.0,vivienda,2026-09-06,cartola
2,AR,ARS,211932,19,Baja,compra en aguas bonaerenses,2318.0,servicios,2026-05-31,natural
2,AR,ARS,211932,19,Baja,SUB*SPOTIFY 7947,2993.0,streaming,2026-07-02,cartola
2,AR,ARS,211932,19,Baja,FARMACIA AZUL,229.0,salud,2026-04-05,cartola
2,AR,ARS,211932,19,Baja,GALENO,471.0,salud,2026-01-08,cartola
2,AR,ARS,211932,19,Baja,DISNEY PLUS ARGENTINA,281.0,ocio,2026-12-26,cartola
2,AR,ARS,211932,19,Baja,TEA CONNECTION,384.0,alimentacion,2026-07-03,cartola
3,AR,ARS,199879,65,Baja,CHEVALLIER,2554.0,transporte,2026-09-27,cartola
3,AR,ARS,199879,65,Baja,gasto en hospital aleman,723.0,salud,2026-11-12,natural
3,AR,ARS,199879,65,Baja,PAGO TC EDET TUCUMAN,1239.0,servicios,2026-10-13,cartola
3,AR,ARS,199879,65,Baja,transferencia a consorcio caballito,213.0,vivienda,2026-10-18,natural
3,AR,ARS,199879,65,Baja,pago a farmacias central oeste,240.0,salud,2026-08-01,natural
3,AR,ARS,199879,65,Baja,gasto en universidad de san andres,314.0,educacion,2026-01-05,natural
3,AR,ARS,199879,65,Baja,AYSA,208.0,servicios,2026-12-05,cartola
3,AR,ARS,199879,65,Baja,SANATORIO FINOCHIETTO,367.0,salud,2026-03-19,cartola
3,AR,ARS,199879,65,Baja,compra en starbucks,219.0,alimentacion,2026-03-03,natural
3,AR,ARS,199879,65,Baja,gasto en club de la birra,281.0,alimentacion,2026-03-30,natural
3,AR,ARS,199879,65,Baja,pago a camuzzi gas pampeana,191.0,servicios,2026-03-30,natural
3,AR,ARS,199879,65,Baja,SUC. AXION ENERGY,695.0,transporte,2026-10-23,cartola
3,AR,ARS,199879,65,Baja,transferencia a federacion patronal seguros,260.0,otros,2026-11-24,natural
3,AR,ARS,199879,65,Baja,SUC. CRUNCHYROLL 6295,510.0,streaming,2026-10-22,cartola
